Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolate,LENGTH_(CM),Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,REPLICATE,create_date,version,Sample Name,SAMPLE_TYPE,sex,SRA Study,store_cond,Strain,TISSUE
SRR11205642,not collected,RAD-Seq,222,533562792,PRJNA504598,SAMN14147996,Model organism or animal,not applicable,230823501,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818851,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1413,missing,KEY_1413,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,KEY_1413,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205643,not collected,RAD-Seq,222,134004528,PRJNA504598,SAMN14147995,Model organism or animal,not applicable,57422441,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818850,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1412,missing,KEY_1412,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:24:00Z,1,KEY_1412,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205644,not collected,RAD-Seq,300,2332312708,PRJNA504598,SAMN14147994,Model organism or animal,not applicable,861959590,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818849,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1411,missing,KEY_1411,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:28:00Z,1,KEY_1411,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205645,not collected,RAD-Seq,300,6718125578,PRJNA504598,SAMN14147993,Model organism or animal,not applicable,2493606764,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818848,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1410,missing,KEY_1410,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:35:00Z,1,KEY_1410,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205646,not collected,RAD-Seq,290,2275656392,PRJNA504598,SAMN14147992,Model organism or animal,not applicable,855985711,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818847,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1409,missing,KEY_1409,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:28:00Z,1,KEY_1409,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205647,not collected,RAD-Seq,272,996193608,PRJNA504598,SAMN14147991,Model organism or animal,not applicable,387484431,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818846,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1408,missing,KEY_1408,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,KEY_1408,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205648,not collected,RAD-Seq,302,1139037394,PRJNA504598,SAMN14147802,Model organism or animal,not applicable,408707195,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",10/16/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818845,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1266,48.3,BRZ_1266,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:29:00Z,1,BRZ_1266,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,Muscle
SRR11205649,not collected,RAD-Seq,299,1024925484,PRJNA504598,SAMN14147990,Model organism or animal,not applicable,378933832,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818844,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1407,missing,KEY_1407,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,KEY_1407,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205650,not collected,RAD-Seq,300,3679043622,PRJNA504598,SAMN14147989,Model organism or animal,not applicable,1415846962,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818843,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1406,missing,KEY_1406,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:31:00Z,1,KEY_1406,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205651,not collected,RAD-Seq,278,1607872528,PRJNA504598,SAMN14147988,Model organism or animal,not applicable,618664932,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818842,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1405,missing,KEY_1405,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:27:00Z,1,KEY_1405,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205652,not collected,RAD-Seq,280,1973676538,PRJNA504598,SAMN14147987,Model organism or animal,not applicable,754935731,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818841,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1404,missing,KEY_1404,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:28:00Z,1,KEY_1404,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205653,not collected,RAD-Seq,298,3217296812,PRJNA504598,SAMN14147986,Model organism or animal,not applicable,1225212952,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818840,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1403,missing,KEY_1403,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:30:00Z,1,KEY_1403,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205654,not collected,RAD-Seq,222,92443464,PRJNA504598,SAMN14147985,Model organism or animal,not applicable,40923319,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818839,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1402,missing,KEY_1402,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:24:00Z,1,KEY_1402,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205655,not collected,RAD-Seq,286,1462721878,PRJNA504598,SAMN14147984,Model organism or animal,not applicable,548858216,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818838,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1401,missing,KEY_1401,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:37:00Z,1,KEY_1401,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205656,not collected,RAD-Seq,222,903588174,PRJNA504598,SAMN14147983,Model organism or animal,not applicable,395160655,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818837,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1400,missing,KEY_1400,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,KEY_1400,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205657,not collected,RAD-Seq,275,952239350,PRJNA504598,SAMN14147982,Model organism or animal,not applicable,374865026,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818836,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1399,missing,KEY_1399,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,KEY_1399,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205658,not collected,RAD-Seq,293,1879876876,PRJNA504598,SAMN14147981,Model organism or animal,not applicable,729431432,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818835,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1398,missing,KEY_1398,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:39:00Z,1,KEY_1398,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205659,not collected,RAD-Seq,302,670755892,PRJNA504598,SAMN14147801,Model organism or animal,not applicable,240225811,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",10/16/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818834,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1265,50.8,BRZ_1265,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,BRZ_1265,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,Muscle
SRR11205660,not collected,RAD-Seq,267,95524832,PRJNA504598,SAMN14147783,Model organism or animal,not applicable,47147722,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",10/16/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818833,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1247,55,BRZ_1247,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-03-02T14:04:00Z,1,BRZ_1247,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,Muscle
SRR11205661,not collected,RAD-Seq,297,2422122798,PRJNA504598,SAMN14147980,Model organism or animal,not applicable,928381638,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818832,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1397,missing,KEY_1397,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:29:00Z,1,KEY_1397,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205662,not collected,RAD-Seq,300,4372990316,PRJNA504598,SAMN14147979,Model organism or animal,not applicable,1639285963,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818831,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1396,missing,KEY_1396,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:32:00Z,1,KEY_1396,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205663,not collected,RAD-Seq,281,175165828,PRJNA504598,SAMN14147978,Model organism or animal,not applicable,67707100,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818830,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1395,missing,KEY_1395,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,KEY_1395,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205664,not collected,RAD-Seq,281,1178285752,PRJNA504598,SAMN14147977,Model organism or animal,not applicable,465903868,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818829,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1394,missing,KEY_1394,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:29:00Z,1,KEY_1394,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205665,not collected,RAD-Seq,271,1302838938,PRJNA504598,SAMN14147976,Model organism or animal,not applicable,507625697,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818828,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1393,missing,KEY_1393,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:27:00Z,1,KEY_1393,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205666,not collected,RAD-Seq,259,725774338,PRJNA504598,SAMN14147975,Model organism or animal,not applicable,291388823,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818827,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1392,missing,KEY_1392,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:27:00Z,1,KEY_1392,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205667,not collected,RAD-Seq,234,128128054,PRJNA504598,SAMN14147974,Model organism or animal,not applicable,54939282,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818826,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1391,missing,KEY_1391,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,KEY_1391,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205668,not collected,RAD-Seq,302,548830942,PRJNA504598,SAMN14147973,Model organism or animal,not applicable,202343630,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818825,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1383,missing,KEY_1383,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:26:00Z,1,KEY_1383,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205669,not collected,RAD-Seq,302,616737152,PRJNA504598,SAMN14147972,Model organism or animal,not applicable,233015475,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818824,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1382,missing,KEY_1382,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:30:00Z,1,KEY_1382,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205670,not collected,RAD-Seq,302,515067040,PRJNA504598,SAMN14147971,Model organism or animal,not applicable,192025790,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818823,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1381,missing,KEY_1381,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:27:00Z,1,KEY_1381,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205671,not collected,RAD-Seq,302,33911278,PRJNA504598,SAMN14147800,Model organism or animal,not applicable,12455258,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",10/16/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818822,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1264,59.5,BRZ_1264,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:25:00Z,1,BRZ_1264,tissue sample,missing,SRP251054,20% DMSO-EDTA,not applicable,Muscle
SRR11205672,not collected,RAD-Seq,302,1524245642,PRJNA504598,SAMN14147970,Model organism or animal,not applicable,564929541,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Kelly Sullivan,missing,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818821,USA,North America,USA: Florida Keys,Illumina NovaSeq 6000,Blackfin tuna - Florida Keys 1380,missing,KEY_1380,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:28:00Z,1,KEY_1380,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205673,not collected,RAD-Seq,300,3363753068,PRJNA504598,SAMN14148462,Model organism or animal,not applicable,1217474744,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",< L50,not collected,SRX7818820,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 1028,46,VZ_1028,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:31:00Z,1,VZ_1028,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205674,not collected,RAD-Seq,296,5091106988,PRJNA504598,SAMN14148461,Model organism or animal,not applicable,1874846861,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",< L50,not collected,SRX7818819,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 1027,46,VZ_1027,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:34:00Z,1,VZ_1027,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
SRR11205675,not collected,RAD-Seq,296,2536157748,PRJNA504598,SAMN14147849,Model organism or animal,not applicable,961495919,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,"Pollyana Roque\, Fabio Hazin",2018-12,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,not collected,SRX7818818,Brazil,South America,Brazil: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Brazil 1465,62.5,BRZ_1465,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:29:00Z,1,BRZ_1465,tissue sample,female,SRP251054,20% DMSO-EDTA,not applicable,"Fin Clip\, Muscle"
SRR11205676,not collected,RAD-Seq,283,2598048708,PRJNA504598,SAMN14148460,Model organism or animal,not applicable,1015093996,UNIVERSITY OF SOUTHERN MISSISSIPPI GULF COAST RESEARCH LAB,Freddy Arocha,6/27/16,public,not applicable,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",< L50,not collected,SRX7818817,Venezuela,South America,Venezuela: Atlantic Ocean,Illumina NovaSeq 6000,Blackfin tuna - Venezuela 1026,49,VZ_1026,PAIRED,Restriction Digest,GENOMIC,Thunnus atlanticus,ILLUMINA,2020-03-31T00:00:00Z,FALSE,2020-02-28T14:34:00Z,1,VZ_1026,tissue sample,missing,SRP251054,90% Ethanol,not applicable,"Fin Clip\, Muscle"
